# Temp          Free            Mag_h           Mag_h1
0.6800000000	-0.5927031383	-0.0000001890	0.4666551650	
0.6900000000	-0.5824540944	0.0000001461	0.4512453377	
0.7000000000	-0.5724048657	0.0000001068	0.4358080924	
0.7100000000	-0.5625555475	0.0000002247	0.4166768789	
0.7200000000	-0.5529072515	0.0000001621	0.3904709220	
0.7300000000	-0.5434603673	0.0000001476	0.3485423326	
0.7400000000	-0.5342167443	-0.0000000556	0.2657938898	
0.7500000000	-0.5251846475	-0.0000000117	0.1263106912	
0.7600000000	-0.5163670937	0.0000000042	0.0498030260	
0.7700000000	-0.5077687538	0.0000001043	0.0223139934	
0.7800000000	-0.4993917237	0.0000000958	0.0117996000	
0.7900000000	-0.4912385163	0.0000000873	0.0067417459	
0.8000000000	-0.4833069720	0.0000002387	0.0045013377	
0.8100000000	-0.4755949462	0.0000001561	0.0030508128	
0.8200000000	-0.4681009595	-0.0000000601	0.0021430901	
0.8300000000	-0.4608170785	-0.0000000256	0.0015235925	
0.8400000000	-0.4537452511	0.0000000173	0.0011518869	
0.8500000000	-0.4468728333	-0.0000001882	0.0009063085	
0.8600000000	-0.4401955465	0.0000000848	0.0007270970	
0.8700000000	-0.4337048088	0.0000002057	0.0005975107	
0.8800000000	-0.4274028158	0.0000000534	0.0004954378
