# Temp          Free            Mag_h
#0.7800000000	-0.5810523741	0.6064032316	
#0.7900000000	-0.5699950946	0.5943361521	
#0.8000000000	-0.5591142001	0.5813000202	
#0.8100000000	-0.5484153776	0.5676131845	
0.8200000000	-0.5379012694	0.5520510077	
0.8300000000	-0.5275793287	0.5367544889	
0.8400000000	-0.5174547749	0.5188694596	
0.8500000000	-0.5075336862	0.4991167188	
0.8600000000	-0.4978243713	0.4757383764	
0.8700000000	-0.4883340386	0.4469184577	
0.8800000000	-0.4790760553	0.4061516225	
#0.8810000000	-0.4781634873	0.4009138346	
#0.8820000000	-0.4772531760	0.3947984874	
#0.8830000000	-0.4763461015	0.3885094225	
#0.8840000000	-0.4754417377	0.3815074563	
#0.8850000000	-0.4745389485	0.3739039004	
#0.8860000000	-0.4736390447	0.3657191992	
#0.8870000000	-0.4727416037	0.3564858139
#0.8880000000 	-0.4718457024 	0.3463242352	
#0.8890000000	-0.4709541460	0.3342223167	
0.8900000000	-0.4700648141	0.3205874562	
#0.8910000000	-0.4691780603	0.3057070374	
#0.8920000000	-0.4682940392	0.2873987257	
#0.8930000000	-0.4674120637	0.2674957812	
#0.8940000000	-0.4665334717	0.2447872907	
#0.8950000000	-0.4656578734	0.2206728756	
#0.8960000000	-0.4647846582	0.1952955127	
#0.8970000000	-0.4639141166	0.1707211137	
#0.8980000000	-0.4630461383	0.1469967514	
#0.8990000000 	-0.4621828489 	 0.1266013682	
0.9000000000	-0.4613208401	0.1078438014	
0.9100000000	-0.4528677489	0.0272060037	
0.9200000000	-0.4447134008	0.0102170901	
0.9300000000	-0.4368613642	0.0049162130	
0.9400000000	-0.4293022419	0.0028208478	
0.9500000000	-0.4220271446	0.0017694623	
0.9600000000	-0.4150229615	0.0012068651	
0.9700000000	-0.4082786318	0.0008775142	
0.9800000000	-0.4017785882	0.0006617428	
0.9900000000	-0.3955103820	0.0005138539	
1.0000000000	-0.3894613911	0.0004138387	
1.0100000000	-0.3836196788	0.0003385524	
1.0200000000	-0.3779742296	0.0002859707
