# Temp          Free            Mag_h           Mag_h1
0.7600000000	-0.5890093531	0.0000000556	0.4246263206	
0.7700000000	-0.5800686055	-0.0000000292	0.4057680666	
0.7800000000	-0.5712731080	-0.0000000961	0.3807180822	
0.7900000000	-0.5626276484	-0.0000000105	0.3432850242	
0.8000000000	-0.5541347540	0.0000001012	0.2702053785	
0.8100000000	-0.5458014609	-0.0000000210	0.1449903250	
0.8200000000	-0.5376326737	-0.0000000396	0.0605947040	
0.8300000000	-0.5296337762	-0.0000000014	0.0281089693	
0.8400000000	-0.5218093264	0.0000000205	0.0148019316	
0.8500000000	-0.5141600445	0.0000000304	0.0085853767	
0.8600000000	-0.5066888122	0.0000000097	0.0054612271	
0.8700000000	-0.4993948919	-0.0000000183	0.0036824725	
0.8800000000	-0.4922778517	0.0000000474	0.0026379130	
0.8900000000	-0.4853356491	-0.0000000269	0.0019312046	
0.9000000000	-0.4785652255	0.0000000911	0.0014693823	
0.9100000000	-0.4719646653	-0.0000000361	0.0011460639	
0.9200000000	-0.4655309808	0.0000000528	0.0009075211	
0.9300000000	-0.4592579365	-0.0000000484	0.0007384624	
0.9400000000	-0.4531432387	0.0000000324	0.0006083946	
0.9500000000	-0.4471829624	0.0000000119	0.0005117907	
0.9600000000	-0.4413706891	-0.0000000376	0.0004344050
