# Temp          Free            Mag_h
0.2800000000	-1.2348733041	-0.6234289408
0.2900000000	-1.2137266908	-0.7884731889
0.3000000000	-1.1929510041	-0.7788885236
0.3100000000	-1.1725649543	0.0005413445
0.3200000000	-1.1525962763	-0.2165247202
0.3300000000	-1.1330758782	-0.8126614690
0.3400000000	-1.1140563442	-0.3061389029
0.3500000000	-1.0956172247	-0.1546682268
0.3600000000	-1.0780301044	0.0000592724
0.3700000000	-1.0611013487	-0.0000017626
0.3800000000	-1.0446704811	0.0000089570
0.3900000000	-1.0286652707	0.0000000560
0.4000000000	-1.0130356121	-0.0000079587
0.4100000000	-0.9977474715	0.0000045119
0.4200000000	-0.9827719563	-0.0000001674
0.4300000000	-0.9680872193	0.0000019929
0.4400000000	-0.9536713548	-0.0000004320
0.4500000000	-0.9395105538	-0.0000012407
0.4800000000	-0.8984278276	0.0000001462
0.5100000000	-0.8592338178	-0.0000001540
0.5400000000	-0.8217246461	-0.0000004532
0.5700000000	-0.7857557653	0.0000002485
0.6000000000	-0.7512196914	-0.0000002730
0.6300000000	-0.7180398995	0.0000000541
0.6600000000	-0.6861622491	-0.0000000978
0.6900000000	-0.6555528164	0.0000000876
0.7200000000	-0.6261934161	-0.0000000554
0.7500000000	-0.5980899306	-0.0000000898
0.7800000000	-0.5712705426	-0.0000000364
0.7900000000	-0.5626249366	-0.0000001771
0.8000000000	-0.5541332264	-0.0000001278
0.8100000000	-0.5458011101	-0.0000002143
0.8200000000	-0.5376329251	0.0000000482
0.8300000000	-0.5296347181	-0.0000000609
0.8400000000	-0.5218092790	-0.0000001286
0.8500000000	-0.5141605478	0.0000000116
0.8600000000	-0.5066897736	-0.0000000324
0.8700000000	-0.4993948025	0.0000000484
0.8800000000	-0.4922782752	0.0000000616
0.8900000000	-0.4853352493	0.0000000213
0.9000000000	-0.4785659149	0.0000000091
0.9100000000	-0.4719656781	-0.0000000180
0.9200000000	-0.4655312546	0.0000000196
0.9300000000	-0.4592583611	-0.0000000013
0.9400000000	-0.4531440934	-0.0000000063
0.9500000000	-0.4471834095	-0.0000000006
0.9600000000	-0.4413717864	0.0000000186
