# Temp           Free            Mag_h
0.1000000000 	 -1.6692318358 	 -0.0417030603 	  
0.1100000000 	 -1.6416550668 	 -0.6910520792 	  
0.1200000000 	 -1.6146740889 	 0.9618530869 	  
0.1300000000 	 -1.5882967989 	 -0.4876298904 	  
0.1400000000 	 -1.5625480092 	 0.0105353566 	  
0.1500000000 	 -1.5374601556 	 0.0022349937 	  
0.1600000000 	 -1.5130945571 	 -0.8298968673 	  
0.1700000000 	 -1.4895435616 	 -0.6842086315 	  
0.1800000000 	 -1.4670400814 	 0.0001687735 	  
0.1900000000 	 -1.4459463238 	 -0.0000023903 	  
0.2000000000 	 -1.4257423189 	 -0.0000031409 	  
0.2100000000 	 -1.4062151720 	 0.0000016361 	  
0.2200000000 	 -1.3872482313 	 -0.0000013857 	  
0.2300000000 	 -1.3687668939 	 0.0000018169 	  
0.2400000000 	 -1.3507163951 	 -0.0000011584 	  	  
0.2700000000 	 -1.2987542622 	 0.0000001312 	  
0.3000000000 	 -1.2495303642 	 0.0000001549 	  
0.3300000000 	 -1.2025754490 	 -0.0000001642 	  
0.3600000000 	 -1.1575759440 	 -0.0000001564 	  
0.3900000000 	 -1.1143087138 	 -0.0000000288 	  
0.4200000000 	 -1.0726079168 	 -0.0000019352 	  
0.4500000000 	 -1.0323453087 	 0.0000000074 	  
0.4800000000 	 -0.9934172754 	 0.0000003100 	  
0.5100000000 	 -0.9557442831 	 0.0000000119 	  
0.5400000000 	 -0.9192583717 	 0.0000000040 	  
0.5700000000 	 -0.8839057143 	 -0.0000000140 	  
0.6000000000 	 -0.8496436292 	 0.0000000257 	  
0.6300000000 	 -0.8164382022 	 0.0000000088 	  
0.6600000000 	 -0.7842647460 	 0.0000000020 	  
0.6900000000 	 -0.7531057295 	 -0.0000000178 	  
0.7200000000 	 -0.7229519468 	 -0.0000000147 	  
0.7500000000 	 -0.6938031901 	 0.0000000022 	  
0.7800000000 	 -0.6656669637 	 -0.0000000064 	  
0.8100000000 	 -0.6385626782 	 -0.0000000062 	  
0.8400000000 	 -0.6125241351 	 0.0000000082 	  
0.8700000000 	 -0.5876135860 	 -0.0000000055 	  
0.8800000000 	 -0.5795775690 	 0.0000000050 	  
0.8900000000 	 -0.5716820072 	 0.0000000055 	  
0.9000000000 	 -0.5639340197 	 -0.0000000068 	  
0.9100000000 	 -0.5563347217 	 0.0000000023 	  
0.9200000000 	 -0.5488885648 	 0.0000000017 	  
0.9300000000 	 -0.5415969759 	 -0.0000000124 	  
0.9400000000 	 -0.5344599115 	 -0.0000000048 	  
0.9500000000 	 -0.5274781125 	 0.0000000048 	  
0.9600000000 	 -0.5206502702 	 -0.0000000079 	  
0.9700000000 	 -0.5139755698 	 0.0000000034 	  
0.9800000000 	 -0.5074508028 	 -0.0000000155 	  
0.9900000000 	 -0.5010749529 	 0.0000000153 	  
1.0000000000 	 -0.4948445414 	 -0.0000000037 	 
1.0100000000 	 -0.4887571420 	 0.0000000002 	  
1.0200000000 	 -0.4828087167 	 0.0000000068 	  
1.0300000000 	 -0.4769967507 	 -0.0000000034 	  
1.0400000000 	 -0.4713175864 	 0.0000000008 
1.0500000000 	 -0.4657681040 	 0.0000000013	  
1.0600000000 	 -0.4603441047 	 -0.0000000010 	  
1.0700000000 	 -0.4550427657 	 0.0000000020 	  
1.0800000000 	 -0.4498599462 	 -0.0000000026 	 
1.0900000000 	 -0.4447942086 	 -0.0000000050
1.1000000000 	 -0.4398401420 	 0.0000000094
