# Temp  Free            Mag_h	        
0.500	-0.8181370119	-0.8021268845	
0.520	-0.7853652789	0.5386433601	
0.540	-0.7539807665	0.7155650258	
0.560	-0.7243865652	0.0000053214	
0.580	-0.6969988603	-0.0000123389	
0.600	-0.6711378561	-0.0000009681	
0.620	-0.6465334334	0.0000003891	
0.640	-0.6230459987	0.0000004705	
0.660	-0.6005787284	-0.0000012221	
0.680	-0.5790734962	-0.0000015935	
0.700	-0.5584922876	0.000000381	    
0.720	-0.5388193662	0.0000000036	
0.740	-0.5200677386	-0.0000010274	
0.760	-0.502267367	-0.0000003969	
0.780	-0.485435183	-0.0000008431	
0.800	-0.4695598849	0.0000003504	
0.820	-0.4546089164	-0.0000000647	
0.840	-0.4405323127	-0.0000002136	
0.860	-0.4272784854	0.0000000789	
0.880	-0.4147899589	0.0000001534	
0.900	-0.4030115449	0.0000001529	
