# Temp          Free            Mag_h
#0.7800000000	-0.5817286493	0.7033191919	
#0.7900000000	-0.5706612186	0.6937785745	
#0.8000000000	-0.5597686439	0.6835972667	
#0.8100000000	-0.5490589580	0.6727314591	
0.8200000000	-0.5385334694	0.6609877944	
0.8300000000	-0.5281971082	0.6482920051	
0.8400000000	-0.5180574484	0.6343922019	
0.8500000000	-0.5081201442	0.6191422343	
0.8600000000	-0.4983919925	0.6020871401	
0.8700000000	-0.4888813761	0.5826578736	
0.8800000000	-0.4795954297	0.5599887967	
#0.8810000000	-0.4786817299	0.5575063825	
#0.8820000000	-0.4777687033	0.5549678802	
#0.8830000000	-0.4768578137	0.5523792505	
#0.8840000000	-0.4759483104	0.5497504473
#0.8850000000 	-0.4750434283 	0.5470687151	
#0.8860000000	-0.4741427839	0.5443312526	
#0.8870000000	-0.4732388743	0.5415021181	
#0.8880000000	-0.4723394895	0.5386317968	
#0.8890000000	-0.4714448212	0.5357021689	
0.8900000000	-0.4705494878	0.5327019095	
#0.8910000000	-0.4696600148	0.5296352506	
#0.8920000000	-0.4687713606	0.5265157819	
#0.8930000000	-0.4678851921	0.5233088732	
#0.8940000000	-0.4670017617	0.5200313926	
#0.8950000000	-0.4661209911	0.5166710615	
#0.8960000000	-0.4652413866	0.5132176280	
#0.8970000000	-0.4643671668	0.5096582174	
#0.8980000000	-0.4634937275	0.5060100555	
#0.8990000000	-0.4626236690	0.5022588372	
0.9000000000	-0.4617559927	0.4984120429	
0.9100000000	-0.4532274637	0.4530398250	
0.9200000000	-0.4449851409	0.3913508952	
0.9300000000	-0.4370481302	0.3121569157	
0.9400000000	-0.4294262078	0.2293012142	
0.9500000000	-0.4221109671	0.1624122262	
0.9600000000	-0.4150812187	0.1161783189	
0.9700000000	-0.4083216342	0.0856667757	
0.9800000000	-0.4018107110	0.0652326494	
0.9900000000	-0.3955343708	0.0511596389	
1.0000000000	-0.3894803435	0.0411579087	
1.0100000000	-0.3836355264	0.0338313244	
1.0200000000	-0.3779877512	0.0283169467
