# Temp          Free            Mag_h           Mag_h1
0.8500000000	-0.6571422495	0.0000000041	0.5689185858	
0.8600000000	-0.6484647889	0.0000000133	0.5593867898	
0.8700000000	-0.6399006037	-0.0000000051	0.5491387248	
0.8800000000	-0.6314515123	-0.0000000042	0.5379690528	
0.8900000000	-0.6231200819	0.0000000033	0.5257256627	
0.9000000000	-0.6149081357	-0.0000000236	0.5120432377	
0.9100000000	-0.6068182894	-0.0000000078	0.4965188503	
0.9200000000	-0.5988543135	-0.0000000323	0.4785822630	
0.9300000000	-0.5910184618	-0.0000000043	0.4574640989	
0.9400000000	-0.5833162007	-0.0000000033	0.4321377873	
0.9500000000	-0.5757525893	-0.0000000077	0.4014129639	
0.9600000000	-0.5683316545	0.0000000089	0.3642983735	
0.9700000000	-0.5610593448	0.0000000135	0.3209623694	
0.9800000000	-0.5539393810	0.0000000036	0.2736877501	
0.9900000000	-0.5469741199	-0.0000000078	0.2268329859	
1.0000000000	-0.5401630922	-0.0000000023	0.1847281307	
1.0100000000	-0.5335024110	-0.0000000001	0.1495402008	
1.0200000000	-0.5269911888	-0.0000000095	0.1213755906	
1.0300000000	-0.5206250762	-0.0000000091	0.0993784294	
1.0400000000	-0.5144004757	-0.0000000068	0.0822166651	
1.0500000000	-0.5083148342	-0.0000000056	0.0687910765	
1.0600000000	-0.5023637204	0.0000000032	0.0581882745	
1.0700000000	-0.4965448053	0.0000000192	0.0497378819	
1.0800000000	-0.4908542403	0.0000000095	0.0429224893	
1.0900000000	-0.4852879429	-0.0000000048	0.0373658128	
1.1000000000	-0.4798434306	-0.0000000181	0.0327962153
