# Temp          Free            Mag_h           Mag_h1
0.6400000000	-0.6195365888	0.0000082743	0.6938785315	
0.6500000000	-0.6076767369	-0.0000047144	0.6858047843	
0.6600000000	-0.5961119732	-0.0000051674	0.6774534583	
0.6700000000	-0.5848288140	-0.0000043039	0.6687819362	
0.6800000000	-0.5738164830	0.0000001356	0.6596989632
0.6900000000 	-0.5630659875 	-0.0000014055 	0.6501372457	
0.7000000000	-0.5525719682	0.0000032146	0.6399767995	
0.7100000000	-0.5423242189	0.0000004042	0.6293044686	
0.7200000000	-0.5323253266	-0.0000001535	0.6178677678	
0.7300000000	-0.5225670670	0.0000007150	0.6055674553	
0.7400000000	-0.5130477332	0.0000004663	0.5922484994	
0.7500000000	-0.5037687011	0.0000002681	0.5777233839	
0.7600000000	-0.4947265250	0.0000000017	0.5618603230	
0.7700000000	-0.4859228055	0.0000000288	0.5443840027	
0.7800000000	-0.4773588495	-0.0000003339	0.5250738263	
0.7900000000	-0.4690341787	0.0000000228	0.5037176609	
0.8000000000	-0.4609552643	-0.0000003546	0.4801334441	
0.8100000000	-0.4531216686	-0.0000000254	0.4542927742	
0.8200000000	-0.4455310032	-0.0000002010	0.4263585806	
0.8300000000	-0.4381838893	-0.0000000488	0.3967071474	
0.8400000000	-0.4310791486	0.0000002729	0.3659474850
