# T     susc
0.72	3607.9088777777692
0.73	3572.536833333337
0.74	3922.0982111111134
0.75	3927.8202555555536
0.76	3521.5947333333306
0.77	4188.52434444445
0.78	4313.3298555555475
0.79	4467.003877777776
0.8	    4604.644244444437
0.81	4748.132488888896
0.82	5065.639811111108
0.83	6251.818611111114
0.831	6329.844388888888
0.832	7073.448755555551
0.833	8122.03023333333
0.834	10590.162544444442
0.835	14812.35688888889
0.836	19635.977022222218
0.837	24054.572822222217
0.838	23427.521188888888
0.839	20744.196444444446
0.84	16175.838188888887
0.841	11940.5928
0.842	8844.186133333335
0.843	6706.766888888889
0.844	5185.528511111111
0.845	4041.2824111111104
0.846	3210.431733333333
0.847	2574.4914777777776
0.848	2152.998177777778
0.849	1774.0839444444443
0.85	1510.1526000000001
0.86	423.2817444444444
0.87	192.55089999999998
0.88	107.12193333333333
0.89	67.95411111111112
0.9	    48.87072222222223
0.91	35.995622222222224
0.92	27.535766666666664
0.93	22.36121111111111
0.94	18.8139
0.95	15.898366666666664
0.96	13.170966666666667
