# Temp          Free            Mag_h           Mag_h1
0.6400000000	-0.6129616588	0.0000005458	0.5556420088	
0.6500000000	-0.6011938379	0.0000009965	0.5434587002	
0.6600000000	-0.5897261369	-0.0000017129	0.5303736329	
0.6700000000	-0.5785440642	0.0000008339	0.5153312087	
0.6800000000	-0.5676389890	0.0000010965	0.4994936585	
0.6900000000	-0.5570033135	-0.0000000912	0.4802698493	
0.7000000000	-0.5466318041	-0.0000011404	0.4580169022	
0.7100000000	-0.5365197832	-0.0000008530	0.4292455018	
0.7200000000	-0.5266692495	0.0000010637	0.3874560893	
0.7300000000	-0.5170828362	-0.0000005543	0.3207353354	
0.7400000000	-0.5077642942	-0.0000002851	0.2216011137	
0.7500000000	-0.4987214089	-0.0000006923	0.1300455779	
0.7600000000	-0.4899479513	-0.0000005166	0.0755194351	
0.7700000000	-0.4814414102	0.0000002047	0.0464592837	
0.7800000000	-0.4731980928	-0.0000000842	0.0305732321	
0.7900000000	-0.4652116147	0.0000002466	0.0212054644	
0.8000000000	-0.4574735949	0.0000001502	0.0154739665	
0.8100000000	-0.4499793778	-0.0000002388	0.0115564810	
0.8200000000	-0.4427179034	-0.0000002361	0.0089505333	
0.8300000000	-0.4356833850	0.0000002970	0.0071136821	
0.8400000000	-0.4288666532	-0.0000001478	0.0057750214
