# Temp          Free            Mag_h           Mag_h1
0.8500000000	-0.6566520751	-0.0000000019	0.4960011840	
0.8600000000	-0.6479837782	0.0000000028	0.4841488302	
0.8700000000	-0.6394300593	-0.0000000001	0.4707482159	
0.8800000000	-0.6309919873	-0.0000000215	0.4553845227	
0.8900000000	-0.6226733213	0.0000000162	0.4370591640	
0.9000000000	-0.6144758580	0.0000000095	0.4138149023	
0.9100000000	-0.6064036765	0.0000000049	0.3825975060	
0.9200000000	-0.5984607604	-0.0000000064	0.3375420868	
0.9300000000	-0.5906531666	0.0000000043	0.2726095915	
0.9400000000	-0.5829860770	0.0000000041	0.1946478337	
0.9500000000	-0.5754632644	-0.0000000005	0.1273422539	
0.9600000000	-0.5680883225	-0.0000000016	0.0827899575	
0.9700000000	-0.5608609769	0.0000000046	0.0555288307	
0.9800000000	-0.5537826098	-0.0000000001	0.0387947820	
0.9900000000	-0.5468510469	-0.0000000018	0.0280897021	
1.0000000000	-0.5400658474	-0.0000000026	0.0210320447	
1.0100000000	-0.5334267157	0.0000000033	0.0161848199	
1.0200000000	-0.5269309287	0.0000000040	0.0127592376	
1.0300000000	-0.5205760385	0.0000000033	0.0102557065	
1.0400000000	-0.5143604874	-0.0000000061	0.0083951633	
1.0500000000	-0.5082813798	-0.0000000085	0.0069758352	
1.0600000000	-0.5023356941	0.0000000179	0.0058768597	
1.0700000000	-0.4965224210	0.0000000012	0.0050069108	
1.0800000000	-0.4908332805	0.0000000428	0.0043141795	
1.0900000000	-0.4852700408	0.0000000059	0.0037510253
1.1000000000 	-0.4798281974   0.0000000434 	0.0032882870
