# Temp          Free            Mag_h           Mag_h1
0.8500000000	-0.6041328151	-0.0000000015	0.4471910298	
0.8600000000	-0.5958249067	-0.0000000088	0.4256782234	
0.8700000000	-0.5876467675	-0.0000000287	0.3972226083	
0.8800000000	-0.5796045529	0.0000000208	0.3567659557	
0.8900000000	-0.5717010960	0.0000000006	0.2969063520	
0.9000000000	-0.5639462193	-0.0000000124	0.2180578709	
0.9100000000	-0.5563426384	0.0000000096	0.1431693733	
0.9200000000	-0.5488935371	0.0000000064	0.0914210603	
0.9300000000	-0.5415999877	0.0000000173	0.0600901172	
0.9400000000	-0.5344621348	0.0000000191	0.0411690474	
0.9500000000	-0.5274802545	-0.0000000148	0.0293860324	
0.9600000000	-0.5206509750	-0.0000000099	0.0217141397	
0.9700000000	-0.5139756997	0.0000000148	0.0165524278	
0.9800000000	-0.5074514718	0.0000000132	0.0129302535	
0.9900000000	-0.5010758151	-0.0000000031	0.0103390226	
1.0000000000	-0.4948441378	0.0000000247	0.0084071467	
1.0100000000	-0.4887568135	0.0000000025	0.0069573047	
1.0200000000	-0.4828084322	0.0000000037	0.0058362563	
1.0300000000	-0.4769960486	0.0000000148	0.0049603116	
1.0400000000	-0.4713167644	-0.0000000012	0.0042568161	
1.0500000000	-0.4657670907	0.0000000027	0.0036943418
