# Temp          Free            Mag_h           Mag_h1
0.8000000000	-0.5982674791	0.0000000514	0.4754888415	
0.8100000000	-0.5896368932	-0.0000000103	0.4592330754	
0.8200000000	-0.5811404119	0.0000000150	0.4393986464	
0.8300000000	-0.5727821225	0.0000000512	0.4141120613	
0.8400000000	-0.5645654569	0.0000001148	0.3791390061	
0.8500000000	-0.5564959130	0.0000000690	0.3271631300	
0.8600000000	-0.5485806542	-0.0000002424	0.2521716654	
0.8700000000	-0.5408243825	-0.0000000638	0.1692186743	
0.8800000000	-0.5332339424	0.0000000036	0.1066018343	
0.8900000000	-0.5258079158	-0.0000000059	0.0682213008	
0.9000000000	-0.5185472080	0.0000000032	0.0456387587
0.9100000000 	-0.5114524648 	0.0000000140 	0.0319238566	
0.9200000000	-0.5045215973	0.0000000043	0.0231730621	
0.9300000000	-0.4977528327	-0.0000000118	0.0174256675	
0.9400000000	-0.4911440518	0.0000000177	0.0134591805	
0.9500000000	-0.4846922819	-0.0000000254	0.0106520746	
0.9600000000	-0.4783961603	-0.0000000164	0.0085975705	
0.9700000000	-0.4722498054	-0.0000000261	0.0070681074	
0.9800000000	-0.4662512337	0.0000000231	0.0058954614	
0.9900000000	-0.4603965404	0.0000000144	0.0049818824	
1.0000000000	-0.4546812657	-0.0000000198	0.0042637442
