# Temp          Free            Mag_h           Mag_h1
0.6600000000	-0.5787512155	-0.7737116814	0.5192386508
0.6700000000	-0.5648388713	0.7579114437	0.5068060160
0.6800000000	-0.5512361602	-0.7390699983	0.4928748608
0.6900000000	-0.5379728672	0.7147747874	0.4766734540
0.7000000000	-0.5250830299	-0.6829196811	0.4562909305
0.7100000000	-0.5126210858	0.6347066760	0.4299236238
0.7120000000	-0.5101893691	0.6203973293	0.4217263162
0.7140000000	-0.5077760278	-0.6032757163	0.4123016000
0.7160000000	-0.5053885612	0.5807860494	0.4003029466
0.7180000000	-0.5030269417	-0.5482775569	0.3839460313
0.7200000000	-0.5006933122	0.4817845225	0.3544974923
0.7220000000	-0.4984055462	0.0016147483	0.2699771523
0.7240000000	-0.4961610873	-0.0001591755	0.2084229589
0.7260000000 	 -0.4939525301 	 0.0000838672 	0.1637765020
0.7280000000 	 -0.4917721020 	 0.0000619164 	0.1283490658
0.7300000000	-0.4896150097	-0.0000146279	0.1045282036
0.7400000000	-0.4792130375	-0.0000155300	0.0460332930
0.7500000000	-0.4693460806	0.0000007741	0.0257390309
0.7600000000	-0.4599544580	0.0000032430	0.0163947847
0.7700000000	-0.4509901259	0.0000004877	0.0113266315
0.7800000000	-0.4424200420	-0.0000005429	0.0082951393
0.7900000000	-0.4342129664	-0.0000003652	0.0063381232
0.8000000000	-0.4263415837	-0.0000000450	0.0049995077
0.8100000000	-0.4187862501	0.0000006724	0.0040500998
0.8200000000	-0.4115235454	0.0000000497	0.0033715128
0.8300000000	-0.4045360802	0.0000000439	0.0028259689
0.8400000000	-0.3978064607	0.0000005182	0.0024137786
0.8500000000	-0.3913198162	-0.0000000385	0.0020874916
0.8600000000	-0.3850620314	-0.0000000251	0.0018298405
