# Temp          Free            Mag_h           Mag_h1
0.6400000000	-0.6129067505	0.0000091705	0.4542290866	
0.6500000000	-0.6011410858	0.0000010325	0.4383975267	
0.6600000000	-0.5896743123	0.0000008224	0.4178499281	
0.6700000000	-0.5784945888	-0.0000038353	0.4048353136	
0.6800000000	-0.5675910934	-0.0000000218	0.3778671622	
0.6900000000	-0.5569576074	-0.0000003011	0.3541311026	
0.7000000000	-0.5465884197	-0.0000013680	0.3016318679	
0.7100000000	-0.5364810012	-0.0000004150	0.1419939995	
0.7200000000	-0.5266374825	-0.0000001159	0.0246369634	
0.7300000000	-0.5170601589	-0.0000002292	0.0074256030	
0.7400000000	-0.5077524843	0.0000002741	0.0027783478	
0.7500000000	-0.4987150138	0.0000004644	0.0014710051	
0.7600000000	-0.4899441014	0.0000000904	0.0008070748	
0.7700000000	-0.4814388882	-0.0000003936	0.0004540712	
0.7800000000	-0.4731971871	-0.0000001519	0.0003019926	
0.7900000000	-0.4652107939	0.0000002794	0.0002002092	
0.8000000000	-0.4574736861	0.0000001030	0.0001477473	
0.8100000000	-0.4499798776	0.0000000675	0.0001152892	
0.8200000000	-0.4427184013	-0.0000003946	0.0000911996	
0.8300000000	-0.4356832741	0.0000004240	0.0000693925	
0.8400000000	-0.4288667289	0.0000000896	0.0000554537
